Var1,op,Var2,Result
11,d,16,0.6875
16,s,2,14.0
20,m,4,80.0
20,m,18,360.0
14,m,4,56.0
9,p,12,21.0
20,d,15,1.3333333333333333
15,s,19,-4.0
18,m,16,288.0
4,m,10,40.0
18,d,19,0.9473684210526315
2,p,1,3.0
5,p,7,12.0
3,d,15,0.2
10,s,7,3.0
3,d,5,0.6
13,p,2,15.0
19,p,8,27.0
1,d,2,0.5
11,p,19,30.0
5,p,10,15.0
14,s,12,2.0
20,s,18,2.0
6,d,8,0.75
14,s,9,5.0
6,d,5,1.2
16,p,6,22.0
18,p,0,18.0
6,s,1,5.0
0,d,11,0.0
18,p,17,35.0
10,d,5,2.0
6,d,6,1.0
16,m,11,176.0
19,s,17,2.0
2,d,14,0.14285714285714285
20,p,12,32.0
18,s,2,16.0
16,p,9,25.0
3,s,15,-12.0
1,m,19,19.0
0,m,7,0.0
8,m,12,96.0
2,m,5,10.0
2,s,17,-15.0
16,m,19,304.0
12,p,19,31.0
17,d,3,5.666666666666667
8,p,20,28.0
1,d,10,0.1
8,m,6,48.0
1,s,4,-3.0
17,p,10,27.0
7,p,15,22.0
18,p,19,37.0
11,d,2,5.5
19,p,19,38.0
17,s,15,2.0
8,p,1,9.0
1,s,15,-14.0
20,d,11,1.8181818181818181
15,s,9,6.0
0,p,1,1.0
6,d,17,0.35294117647058826
0,d,17,0.0
1,d,12,0.08333333333333333
4,d,13,0.3076923076923077
17,p,4,21.0
14,m,3,42.0
11,m,6,66.0
13,s,1,12.0
7,p,2,9.0
7,p,13,20.0
0,p,7,7.0
2,s,1,1.0
14,m,5,70.0
1,m,10,10.0
19,s,20,-1.0
9,d,4,2.25
15,p,3,18.0
2,s,8,-6.0
15,s,11,4.0
14,m,9,126.0
17,s,9,8.0
16,m,8,128.0
17,p,16,33.0
1,d,11,0.09090909090909091
19,m,15,285.0
2,s,6,-4.0
16,m,7,112.0
17,p,6,23.0
11,p,4,15.0
7,d,14,0.5
3,d,0,0.0
1,m,8,8.0
18,m,12,216.0
2,m,1,2.0
19,d,12,1.5833333333333333
0,d,12,0.0
14,s,1,13.0
6,s,12,-6.0
13,p,17,30.0
9,m,1,9.0
0,m,19,0.0
8,s,18,-10.0
0,d,10,0.0
13,p,1,14.0
17,m,12,204.0
17,d,14,1.2142857142857142
18,m,18,324.0
5,d,12,0.4166666666666667
7,p,4,11.0
8,p,8,16.0
7,m,17,119.0
10,d,18,0.5555555555555556
1,m,19,19.0
11,m,8,88.0
20,p,19,39.0
3,m,9,27.0
8,d,5,1.6
14,d,0,0.0
0,p,14,14.0
11,s,15,-4.0
13,p,1,14.0
8,m,19,152.0
2,s,14,-12.0
8,m,8,64.0
15,s,4,11.0
20,s,5,15.0
19,p,20,39.0
7,p,3,10.0
5,d,16,0.3125
18,p,10,28.0
17,p,7,24.0
8,p,8,16.0
11,p,17,28.0
19,m,7,133.0
3,d,2,1.5
3,p,16,19.0
7,m,6,42.0
18,d,11,1.6363636363636365
2,d,20,0.1
9,p,4,13.0
10,m,19,190.0
10,m,13,130.0
15,p,9,24.0
5,p,11,16.0
9,p,4,13.0
3,s,19,-16.0
10,m,16,160.0
6,p,12,18.0
4,p,12,16.0
2,d,7,0.2857142857142857
17,p,3,20.0
19,d,15,1.2666666666666666
10,s,8,2.0
18,s,9,9.0
10,m,7,70.0
7,m,14,98.0
3,d,7,0.42857142857142855
13,p,11,24.0
11,p,17,28.0
11,d,20,0.55
19,d,7,2.7142857142857144
13,s,7,6.0
17,d,7,2.4285714285714284
18,m,4,72.0
9,m,10,90.0
3,d,2,1.5
13,s,16,-3.0
18,s,15,3.0
5,p,14,19.0
5,d,3,1.6666666666666667
8,d,17,0.47058823529411764
3,p,4,7.0
13,s,0,13.0
2,d,4,0.5
13,s,11,2.0
12,s,17,-5.0
9,m,3,27.0
10,p,18,28.0
1,m,2,2.0
14,d,13,1.0769230769230769
13,d,9,1.4444444444444444
4,p,5,9.0
4,m,0,0.0
20,d,14,1.4285714285714286
10,s,14,-4.0
16,m,18,288.0
3,m,7,21.0
15,p,10,25.0
18,d,16,1.125
9,d,10,0.9
10,s,5,5.0
1,d,6,0.16666666666666666
16,m,8,128.0
3,m,11,33.0
5,m,3,15.0
8,d,15,0.5333333333333333
7,m,5,35.0
8,p,19,27.0
7,s,8,-1.0
3,s,6,-3.0
0,p,19,19.0
17,s,17,0.0
0,p,15,15.0
11,m,6,66.0
18,d,13,1.3846153846153846
16,d,4,4.0
9,p,3,12.0
14,d,13,1.0769230769230769
8,s,2,6.0
8,m,3,24.0
2,p,7,9.0
10,m,5,50.0
8,p,14,22.0
10,d,1,10.0
3,m,16,48.0
6,p,17,23.0
20,p,20,40.0
7,d,4,1.75
7,m,6,42.0
15,d,4,3.75
5,m,15,75.0
4,p,6,10.0
16,p,6,22.0
13,d,2,6.5
17,s,19,-2.0
5,d,1,5.0
8,d,19,0.42105263157894735
20,s,18,2.0
20,d,11,1.8181818181818181
16,m,5,80.0
7,d,9,0.7777777777777778
15,d,20,0.75
19,d,11,1.7272727272727273
9,s,3,6.0
3,d,9,0.3333333333333333
14,s,10,4.0
13,s,3,10.0
14,p,10,24.0
11,s,12,-1.0
15,d,15,1.0
7,m,0,0.0
8,s,16,-8.0
13,m,1,13.0
8,d,10,0.8
12,d,14,0.8571428571428571
12,p,8,20.0
8,s,15,-7.0
10,p,20,30.0
9,d,14,0.6428571428571429
7,s,18,-11.0
17,p,6,23.0
19,m,19,361.0
4,p,19,23.0
0,p,12,12.0
10,p,11,21.0
20,s,1,19.0
11,s,17,-6.0
5,d,17,0.29411764705882354
7,s,9,-2.0
11,d,10,1.1
6,s,17,-11.0
0,p,1,1.0
16,d,3,5.333333333333333
15,s,1,14.0
9,p,9,18.0
7,s,20,-13.0
1,p,8,9.0
12,d,20,0.6
4,p,8,12.0
2,d,2,1.0
0,s,0,0.0
3,d,18,0.16666666666666666
6,m,19,114.0
10,p,13,23.0
9,d,8,1.125
6,m,3,18.0
20,d,18,1.1111111111111112
12,d,9,1.3333333333333333
2,d,7,0.2857142857142857
17,d,8,2.125
9,s,17,-8.0
12,d,0,0.0
12,p,11,23.0
14,p,7,21.0
12,d,7,1.7142857142857142
11,p,15,26.0
20,m,9,180.0
4,p,20,24.0
3,s,17,-14.0
6,s,15,-9.0
2,d,4,0.5
19,s,15,4.0
1,m,15,15.0
13,m,9,117.0
4,m,1,4.0
18,d,19,0.9473684210526315
0,s,8,-8.0
17,d,15,1.1333333333333333
10,s,20,-10.0
10,d,14,0.7142857142857143
16,p,17,33.0
3,p,13,16.0
12,p,4,16.0
5,p,16,21.0
5,d,6,0.8333333333333334
3,d,1,3.0
15,d,5,3.0
4,d,17,0.23529411764705882
12,m,0,0.0
3,m,13,39.0
8,m,16,128.0
19,s,11,8.0
4,s,9,-5.0
19,m,11,209.0
15,s,14,1.0
10,s,4,6.0
16,p,15,31.0
10,s,13,-3.0
4,p,15,19.0
0,s,9,-9.0
6,d,3,2.0
10,p,3,13.0
19,s,14,5.0
2,s,11,-9.0
11,p,20,31.0
6,m,8,48.0
13,m,18,234.0
11,d,19,0.5789473684210527
8,s,17,-9.0
2,s,18,-16.0
3,m,6,18.0
5,p,8,13.0
4,d,16,0.25
10,m,18,180.0
19,s,15,4.0
5,s,0,5.0
6,s,2,4.0
4,d,5,0.8
0,p,10,10.0
1,d,4,0.25
13,m,15,195.0
9,p,16,25.0
7,d,17,0.4117647058823529
12,d,12,1.0
11,m,9,99.0
16,s,2,14.0
5,m,20,100.0
4,d,13,0.3076923076923077
15,p,8,23.0
17,m,13,221.0
5,m,0,0.0
14,d,11,1.2727272727272727
6,s,19,-13.0
12,s,11,1.0
0,d,6,0.0
11,s,16,-5.0
0,m,18,0.0
10,m,3,30.0
8,p,16,24.0
19,p,8,27.0
20,d,8,2.5
12,m,1,12.0
8,p,20,28.0
18,d,0,0.0
19,d,20,0.95
15,d,5,3.0
20,p,17,37.0
1,p,11,12.0
19,s,4,15.0
4,d,2,2.0
3,d,1,3.0
20,m,1,20.0
3,m,17,51.0
6,p,20,26.0
10,s,10,0.0
18,p,11,29.0
12,p,13,25.0
2,s,6,-4.0
8,s,2,6.0
14,m,1,14.0
19,d,6,3.1666666666666665
5,p,20,25.0
9,m,8,72.0
3,d,10,0.3
18,d,2,9.0
2,p,3,5.0
5,s,2,3.0
10,p,18,28.0
5,s,0,5.0
20,d,11,1.8181818181818181
2,m,7,14.0
20,s,6,14.0
9,d,1,9.0
9,m,5,45.0
4,m,18,72.0
13,s,7,6.0
8,s,6,2.0
9,d,8,1.125
8,d,2,4.0
11,m,18,198.0
11,d,20,0.55
20,p,5,25.0
18,s,12,6.0
17,s,18,-1.0
13,m,11,143.0
6,m,10,60.0
2,s,16,-14.0
8,d,6,1.3333333333333333
8,p,1,9.0
16,s,20,-4.0
15,d,4,3.75
18,m,10,180.0
18,p,12,30.0
10,m,3,30.0
0,d,5,0.0
15,m,10,150.0
20,s,3,17.0
11,s,9,2.0
14,s,17,-3.0
0,d,14,0.0
18,d,18,1.0
12,s,15,-3.0
8,m,11,88.0
15,m,12,180.0
1,p,7,8.0
13,m,13,169.0
18,p,12,30.0
5,s,16,-11.0
9,s,19,-10.0
18,s,4,14.0
10,p,1,11.0
9,m,4,36.0
14,s,12,2.0
14,s,0,14.0
6,m,5,30.0
9,s,2,7.0
7,d,6,1.1666666666666667
2,s,7,-5.0
17,p,11,28.0
15,m,5,75.0
3,d,15,0.2
6,d,15,0.4
14,p,7,21.0
12,m,4,48.0
4,m,12,48.0
9,d,13,0.6923076923076923
17,m,2,34.0
15,p,18,33.0
7,s,19,-12.0
7,m,11,77.0
10,p,16,26.0
19,d,19,1.0
2,s,20,-18.0
4,s,15,-11.0
1,m,6,6.0
13,m,2,26.0
12,s,20,-8.0
13,m,4,52.0
9,d,12,0.75
1,d,8,0.125
5,d,5,1.0
16,d,3,5.333333333333333
2,p,11,13.0
20,p,12,32.0
5,s,10,-5.0
18,d,16,1.125
14,d,0,0.0
20,d,12,1.6666666666666667
1,d,9,0.1111111111111111
8,p,20,28.0
19,m,14,266.0
15,m,10,150.0
3,d,5,0.6
17,p,12,29.0
4,m,0,0.0
18,s,8,10.0
16,d,19,0.8421052631578947
13,d,1,13.0
9,p,1,10.0
15,m,14,210.0
1,m,19,19.0
8,m,13,104.0
9,m,0,0.0
5,m,9,45.0
13,d,0,0.0
10,p,9,19.0
19,m,3,57.0
1,d,17,0.058823529411764705
7,p,5,12.0
17,s,3,14.0
4,d,20,0.2
13,m,8,104.0
14,s,19,-5.0
16,d,18,0.8888888888888888
1,m,2,2.0
11,s,1,10.0
19,p,20,39.0
12,p,16,28.0
10,m,20,200.0
13,p,12,25.0
5,p,8,13.0
13,s,3,10.0
18,m,8,144.0
19,s,16,3.0
1,d,11,0.09090909090909091
6,m,13,78.0
5,p,8,13.0
19,s,12,7.0
9,p,8,17.0
13,p,6,19.0
13,m,4,52.0
8,m,14,112.0
3,s,7,-4.0
0,s,10,-10.0
2,m,19,38.0
19,d,14,1.3571428571428572
20,m,19,380.0
17,d,12,1.4166666666666667
17,m,0,0.0
10,m,10,100.0
14,d,4,3.5
15,s,6,9.0
12,d,8,1.5
1,p,18,19.0
20,m,15,300.0
2,m,6,12.0
9,m,9,81.0
14,p,14,28.0
4,s,19,-15.0
19,d,11,1.7272727272727273
13,m,0,0.0
17,s,15,2.0
12,s,17,-5.0
12,p,19,31.0
3,s,12,-9.0
6,m,3,18.0
5,d,5,1.0
17,m,13,221.0
6,m,13,78.0
10,p,11,21.0
20,m,20,400.0
16,d,17,0.9411764705882353
7,d,12,0.5833333333333334
14,d,9,1.5555555555555556
5,d,5,1.0
9,m,0,0.0
14,s,20,-6.0
3,d,12,0.25
13,s,13,0.0
20,s,0,20.0
4,p,19,23.0
19,d,18,1.0555555555555556
0,s,10,-10.0
5,d,18,0.2777777777777778
2,p,11,13.0
19,d,20,0.95
17,s,16,1.0
5,m,14,70.0
7,d,5,1.4
6,s,10,-4.0
9,p,2,11.0
6,d,18,0.3333333333333333
14,d,7,2.0
7,d,5,1.4
16,p,20,36.0
19,s,10,9.0
7,p,14,21.0
0,d,1,0.0
16,d,15,1.0666666666666667
2,m,13,26.0
17,p,3,20.0
14,p,15,29.0
9,p,12,21.0
11,d,12,0.9166666666666666
13,p,3,16.0
4,p,8,12.0
5,d,11,0.45454545454545453
10,s,4,6.0
15,m,6,90.0
3,p,10,13.0
14,s,15,-1.0
8,m,10,80.0
14,d,10,1.4
8,m,18,144.0
19,s,1,18.0
4,m,16,64.0
0,m,7,0.0
18,m,11,198.0
9,m,5,45.0
15,m,14,210.0
4,s,4,0.0
19,d,9,2.111111111111111
8,s,20,-12.0
0,m,6,0.0
4,p,18,22.0
8,d,11,0.7272727272727273
15,s,19,-4.0
11,s,20,-9.0
18,m,16,288.0
16,d,11,1.4545454545454546
15,s,20,-5.0
16,s,15,1.0
15,p,12,27.0
2,s,10,-8.0
9,s,6,3.0
4,p,8,12.0
20,m,6,120.0
15,p,14,29.0
16,s,7,9.0
11,d,1,11.0
20,m,3,60.0
16,m,2,32.0
17,p,17,34.0
1,s,14,-13.0
7,s,8,-1.0
20,s,7,13.0
14,p,5,19.0
19,m,8,152.0
2,p,6,8.0
4,m,16,64.0
1,s,6,-5.0
7,d,18,0.3888888888888889
14,p,3,17.0
10,p,20,30.0
6,p,15,21.0
14,d,2,7.0
6,s,3,3.0
19,m,15,285.0
18,d,0,0.0
3,s,14,-11.0
18,d,20,0.9
0,d,8,0.0
19,d,8,2.375
20,m,5,100.0
16,m,15,240.0
20,m,9,180.0
17,m,7,119.0
8,m,17,136.0
20,p,14,34.0
5,p,15,20.0
10,d,16,0.625
15,s,5,10.0
2,m,13,26.0
3,m,14,42.0
20,s,17,3.0
6,s,3,3.0
6,m,9,54.0
10,d,16,0.625
3,s,9,-6.0
18,m,4,72.0
5,d,6,0.8333333333333334
5,s,5,0.0
10,d,16,0.625
20,d,19,1.0526315789473684
8,m,7,56.0
15,m,9,135.0
4,m,9,36.0
11,d,10,1.1
9,d,13,0.6923076923076923
13,d,0,0.0
1,m,13,13.0
20,d,4,5.0
8,s,0,8.0
6,m,8,48.0
11,m,0,0.0
13,m,12,156.0
17,s,17,0.0
6,d,19,0.3157894736842105
8,p,3,11.0
7,m,5,35.0
15,d,18,0.8333333333333334
1,d,12,0.08333333333333333
7,d,8,0.875
1,p,3,4.0
20,m,10,200.0
17,d,11,1.5454545454545454
9,d,3,3.0
4,m,2,8.0
13,s,4,9.0
18,s,9,9.0
17,d,2,8.5
7,m,10,70.0
17,m,16,272.0
0,p,4,4.0
10,d,11,0.9090909090909091
6,m,5,30.0
14,d,7,2.0
11,s,10,1.0
8,p,8,16.0
4,d,3,1.3333333333333333
13,d,12,1.0833333333333333
1,p,16,17.0
16,p,11,27.0
18,p,13,31.0
16,d,10,1.6
9,m,18,162.0
20,p,2,22.0
18,p,2,20.0
17,p,5,22.0
18,s,14,4.0
2,m,13,26.0
14,s,14,0.0
20,p,10,30.0
5,m,20,100.0
14,d,16,0.875
0,m,12,0.0
0,d,19,0.0
0,s,0,0.0
10,s,13,-3.0
8,m,7,56.0
17,s,14,3.0
18,s,11,7.0
6,s,4,2.0
9,p,5,14.0
0,p,17,17.0
4,m,17,68.0
2,m,10,20.0
7,s,6,1.0
9,d,5,1.8
8,s,7,1.0
11,s,0,11.0
14,d,3,4.666666666666667
0,s,14,-14.0
12,d,1,12.0
14,s,12,2.0
6,p,12,18.0
2,p,5,7.0
5,p,6,11.0
15,m,19,285.0
10,s,13,-3.0
6,m,2,12.0
15,p,8,23.0
14,p,0,14.0
12,d,13,0.9230769230769231
3,m,11,33.0
9,d,2,4.5
20,s,9,11.0
2,d,20,0.1
15,m,0,0.0
20,p,10,30.0
4,s,7,-3.0
18,s,0,18.0
16,s,4,12.0
15,p,1,16.0
19,m,6,114.0
11,d,19,0.5789473684210527
5,s,13,-8.0
5,s,16,-11.0
5,p,11,16.0
5,d,0,0.0
6,d,9,0.6666666666666666
20,m,11,220.0
19,p,10,29.0
0,p,10,10.0
15,s,1,14.0
13,d,1,13.0
19,s,16,3.0
5,p,3,8.0
11,p,7,18.0
13,p,2,15.0
15,d,14,1.0714285714285714
17,s,14,3.0
19,p,20,39.0
9,d,15,0.6
8,m,4,32.0
17,p,11,28.0
15,s,15,0.0
4,s,7,-3.0
4,p,7,11.0
3,m,12,36.0
19,s,3,16.0
7,s,8,-1.0
9,d,10,0.9
18,m,16,288.0
4,d,10,0.4
11,p,4,15.0
12,p,20,32.0
6,p,5,11.0
4,p,20,24.0
7,d,5,1.4
10,d,0,0.0
15,s,11,4.0
20,d,18,1.1111111111111112
14,d,6,2.3333333333333335
19,d,8,2.375
3,m,8,24.0
10,m,5,50.0
10,d,15,0.6666666666666666
3,m,10,30.0
2,d,11,0.18181818181818182
20,s,0,20.0
3,d,7,0.42857142857142855
3,m,3,9.0
4,m,11,44.0
14,p,13,27.0
16,d,5,3.2
16,s,6,10.0
7,s,0,7.0
11,s,16,-5.0
18,p,16,34.0
17,s,11,6.0
16,m,5,80.0
5,s,3,2.0
20,s,20,0.0
4,d,17,0.23529411764705882
6,p,8,14.0
12,d,9,1.3333333333333333
16,d,13,1.2307692307692308
14,s,10,4.0
9,p,0,9.0
8,m,17,136.0
6,p,19,25.0
1,s,13,-12.0
4,s,15,-11.0
7,s,12,-5.0
20,d,13,1.5384615384615385
18,s,6,12.0
11,s,2,9.0
8,d,4,2.0
3,s,18,-15.0
6,s,14,-8.0
8,p,10,18.0
20,m,3,60.0
16,d,3,5.333333333333333
7,m,14,98.0
3,d,17,0.17647058823529413
4,m,2,8.0
8,d,1,8.0
8,d,3,2.6666666666666665
13,s,18,-5.0
15,s,9,6.0
16,p,3,19.0
19,m,19,361.0
7,d,15,0.4666666666666667
13,p,1,14.0
8,m,8,64.0
20,m,16,320.0
13,m,8,104.0
2,p,0,2.0
15,d,7,2.142857142857143
7,d,18,0.3888888888888889
8,d,3,2.6666666666666665
17,d,19,0.8947368421052632
19,d,16,1.1875
1,p,19,20.0
18,p,20,38.0
18,p,3,21.0
7,d,11,0.6363636363636364
12,m,1,12.0
20,d,14,1.4285714285714286
18,p,16,34.0
12,d,20,0.6
0,s,6,-6.0
0,m,20,0.0
3,d,9,0.3333333333333333
0,m,14,0.0
11,m,11,121.0
7,d,8,0.875
1,d,10,0.1
20,s,8,12.0
6,m,17,102.0
12,s,11,1.0
15,m,2,30.0
11,s,19,-8.0
10,p,9,19.0
2,d,20,0.1
10,d,19,0.5263157894736842
20,d,5,4.0
6,d,8,0.75
11,d,10,1.1
11,s,5,6.0
10,p,0,10.0
6,m,18,108.0
16,m,20,320.0
17,s,17,0.0
12,p,19,31.0
6,p,2,8.0
19,m,12,228.0
4,m,10,40.0
12,d,4,3.0
3,p,9,12.0
10,d,7,1.4285714285714286
1,s,7,-6.0
8,d,0,0.0
7,s,7,0.0
7,s,14,-7.0
4,m,0,0.0
7,d,0,0.0
14,s,13,1.0
13,d,5,2.6
20,d,18,1.1111111111111112
8,m,11,88.0
13,m,11,143.0
7,m,10,70.0
2,m,4,8.0
7,s,17,-10.0
3,d,16,0.1875
17,p,10,27.0
19,m,7,133.0
20,s,17,3.0
14,p,8,22.0
14,d,19,0.7368421052631579
15,d,18,0.8333333333333334
2,p,5,7.0
17,p,14,31.0
11,s,15,-4.0
2,p,11,13.0
8,m,18,144.0
0,d,19,0.0
13,d,4,3.25
6,m,14,84.0
17,m,9,153.0
7,d,18,0.3888888888888889
4,m,17,68.0
0,p,19,19.0
11,p,18,29.0
2,p,19,21.0
16,s,13,3.0
6,s,7,-1.0
5,d,0,0.0
3,p,10,13.0
3,d,12,0.25
13,d,12,1.0833333333333333
4,s,10,-6.0
3,m,9,27.0
5,m,13,65.0
15,s,2,13.0
8,s,12,-4.0
7,p,11,18.0
10,p,14,24.0
16,p,8,24.0
19,p,1,20.0
11,s,3,8.0
0,p,16,16.0
0,d,10,0.0
9,m,0,0.0
2,s,5,-3.0
20,d,19,1.0526315789473684
5,s,17,-12.0
11,s,3,8.0
19,s,11,8.0
14,s,5,9.0
14,p,0,14.0
17,m,3,51.0
9,m,3,27.0
5,s,18,-13.0
3,s,15,-12.0
19,m,4,76.0
14,d,17,0.8235294117647058
14,p,3,17.0
10,m,7,70.0
4,d,7,0.5714285714285714
6,p,12,18.0
11,d,1,11.0
18,p,3,21.0
20,d,10,2.0
17,s,20,-3.0
9,s,10,-1.0
14,m,6,84.0
20,d,13,1.5384615384615385
13,p,12,25.0
15,d,0,0.0
3,d,10,0.3
19,m,12,228.0
15,p,9,24.0
16,s,1,15.0
2,s,9,-7.0
20,p,10,30.0
17,p,0,17.0
9,s,12,-3.0
11,p,17,28.0
13,s,16,-3.0
16,p,11,27.0
6,d,3,2.0
5,m,7,35.0
2,d,6,0.3333333333333333
6,p,18,24.0
1,s,12,-11.0
3,p,9,12.0
7,s,10,-3.0
12,m,7,84.0
12,s,1,11.0
4,s,19,-15.0
19,d,8,2.375
18,m,20,360.0
6,m,20,120.0
13,d,0,0.0
13,m,12,156.0
6,m,15,90.0
19,d,0,0.0
1,s,14,-13.0
7,p,2,9.0
3,d,5,0.6
2,m,5,10.0
5,d,8,0.625
9,m,17,153.0
9,m,18,162.0
3,d,3,1.0
6,d,2,3.0
6,p,4,10.0
15,p,15,30.0
3,p,7,10.0
12,p,5,17.0
2,d,7,0.2857142857142857
19,d,11,1.7272727272727273
4,p,14,18.0
16,s,6,10.0
10,p,1,11.0
4,m,10,40.0
5,d,11,0.45454545454545453
6,p,20,26.0
12,s,12,0.0
9,p,16,25.0
7,s,5,2.0
10,p,14,24.0
14,s,2,12.0
19,m,16,304.0
17,s,5,12.0
17,p,10,27.0
3,d,2,1.5
16,p,17,33.0
19,m,5,95.0
11,s,1,10.0
3,p,7,10.0
12,p,0,12.0
12,p,18,30.0
7,p,20,27.0
18,p,17,35.0
0,d,20,0.0
18,d,20,0.9
9,d,19,0.47368421052631576
14,d,7,2.0
19,m,8,152.0
20,d,14,1.4285714285714286
4,m,14,56.0
7,m,4,28.0
20,d,5,4.0
8,m,5,40.0
0,m,13,0.0
4,d,1,4.0
13,s,17,-4.0
12,m,4,48.0
6,d,12,0.5
13,d,14,0.9285714285714286
14,d,12,1.1666666666666667
11,m,10,110.0
12,s,4,8.0
7,s,6,1.0
18,m,6,108.0
14,d,17,0.8235294117647058
11,m,20,220.0
6,s,12,-6.0
15,d,3,5.0
9,d,19,0.47368421052631576
1,s,6,-5.0
10,s,17,-7.0
12,d,16,0.75
5,p,14,19.0
6,s,12,-6.0
8,s,18,-10.0
20,s,12,8.0
4,m,13,52.0
14,s,7,7.0
15,p,10,25.0
3,p,2,5.0
0,p,0,0.0
10,m,2,20.0
11,s,6,5.0
6,p,9,15.0
11,m,19,209.0
18,d,14,1.2857142857142858
10,m,5,50.0
9,s,3,6.0
4,d,5,0.8
3,d,17,0.17647058823529413
5,d,17,0.29411764705882354
8,p,7,15.0
4,p,14,18.0
1,d,4,0.25
15,d,12,1.25
5,m,0,0.0
14,s,18,-4.0
14,d,0,0.0
18,m,11,198.0
2,p,11,13.0
5,m,4,20.0
12,p,4,16.0
6,m,20,120.0
9,m,2,18.0
19,p,15,34.0
19,d,18,1.0555555555555556
5,m,11,55.0
6,m,16,96.0
16,d,0,0.0
10,p,5,15.0
20,m,7,140.0
8,d,14,0.5714285714285714
10,m,1,10.0
14,m,2,28.0
17,s,1,16.0
19,p,0,19.0
9,s,12,-3.0
15,d,12,1.25
1,d,8,0.125
10,d,11,0.9090909090909091
13,s,10,3.0
11,s,8,3.0
15,m,9,135.0
2,p,14,16.0
10,p,16,26.0
0,p,4,4.0
7,s,2,5.0
11,s,2,9.0
18,p,7,25.0
2,p,0,2.0
10,p,19,29.0
4,d,18,0.2222222222222222
20,p,10,30.0
19,p,3,22.0
4,p,6,10.0
5,p,2,7.0
0,s,13,-13.0
6,p,1,7.0
12,s,10,2.0
15,d,6,2.5
19,d,5,3.8
9,p,18,27.0
14,p,5,19.0
2,s,5,-3.0
8,s,4,4.0
3,s,2,1.0
5,s,10,-5.0
5,m,12,60.0
19,m,13,247.0
6,m,13,78.0
11,p,7,18.0
20,m,8,160.0
5,p,2,7.0
2,m,15,30.0
1,d,19,0.05263157894736842
2,p,14,16.0
2,m,10,20.0
19,m,2,38.0
10,m,14,140.0
15,d,11,1.3636363636363635
9,m,15,135.0
17,s,6,11.0
18,p,5,23.0
11,d,13,0.8461538461538461
14,d,10,1.4
14,d,14,1.0
4,d,4,1.0
13,s,0,13.0
10,s,12,-2.0
12,p,11,23.0
13,s,5,8.0
18,s,5,13.0
3,d,0,0.0
15,m,4,60.0
10,p,6,16.0
15,s,12,3.0
9,m,17,153.0
7,d,6,1.1666666666666667
19,d,15,1.2666666666666666
13,d,5,2.6
1,p,11,12.0
2,d,10,0.2
19,s,9,10.0
7,d,16,0.4375
6,d,13,0.46153846153846156
0,s,9,-9.0
10,m,20,200.0
19,p,13,32.0
19,m,4,76.0
10,s,11,-1.0
11,d,18,0.6111111111111112
2,d,0,0.0
11,s,13,-2.0
6,s,10,-4.0
10,d,20,0.5
8,m,17,136.0
18,s,10,8.0
4,s,10,-6.0
18,s,19,-1.0
7,d,15,0.4666666666666667
0,p,10,10.0
12,m,4,48.0
2,d,16,0.125
14,m,19,266.0
2,d,14,0.14285714285714285
6,s,8,-2.0
11,d,1,11.0
7,p,7,14.0
10,d,11,0.9090909090909091
17,m,4,68.0
10,m,15,150.0
19,s,17,2.0
20,p,6,26.0
9,s,1,8.0
16,m,16,256.0
7,d,12,0.5833333333333334
0,m,9,0.0
6,m,4,24.0
0,d,0,0.0
2,d,11,0.18181818181818182
4,d,14,0.2857142857142857
17,d,5,3.4
10,m,3,30.0
14,s,8,6.0
19,m,14,266.0
5,s,18,-13.0
10,p,0,10.0
1,d,10,0.1
11,m,4,44.0
12,p,17,29.0
20,m,13,260.0
12,m,5,60.0
19,m,1,19.0
10,p,18,28.0
16,s,1,15.0
15,p,2,17.0
4,p,4,8.0
16,s,5,11.0
2,m,11,22.0
10,d,2,5.0
10,d,2,5.0
12,p,17,29.0
16,d,13,1.2307692307692308
4,p,17,21.0
6,s,14,-8.0
3,s,8,-5.0
7,p,1,8.0
1,s,20,-19.0
15,p,1,16.0
7,s,7,0.0
4,m,16,64.0
10,d,12,0.8333333333333334
0,m,16,0.0
15,d,0,0.0
17,p,2,19.0
6,p,18,24.0
6,d,7,0.8571428571428571
0,p,11,11.0
18,s,11,7.0
12,s,6,6.0
17,m,0,0.0
8,m,17,136.0
16,s,12,4.0
6,m,19,114.0
10,m,6,60.0
8,p,12,20.0
20,d,9,2.2222222222222223
0,d,14,0.0
6,p,5,11.0
1,p,12,13.0
6,m,6,36.0
6,m,18,108.0
11,p,14,25.0
20,s,20,0.0
18,s,8,10.0
16,m,0,0.0
0,s,6,-6.0
10,d,6,1.6666666666666667
12,d,10,1.2
12,s,19,-7.0
15,m,15,225.0
7,p,2,9.0
0,p,0,0.0
0,p,8,8.0
9,d,14,0.6428571428571429
18,p,5,23.0
1,s,11,-10.0
20,d,6,3.3333333333333335
11,m,2,22.0
13,p,20,33.0
9,p,1,10.0
9,m,4,36.0
14,p,6,20.0
20,d,0,0.0
5,p,0,5.0
2,d,7,0.2857142857142857
18,m,17,306.0
8,d,0,0.0
2,s,4,-2.0
2,d,12,0.16666666666666666
0,d,1,0.0
13,d,14,0.9285714285714286
5,p,0,5.0
2,m,8,16.0
15,m,6,90.0
0,s,8,-8.0
7,p,14,21.0
20,d,1,20.0
17,s,15,2.0
1,m,9,9.0
2,m,19,38.0
14,s,15,-1.0
11,s,11,0.0
10,m,20,200.0
